SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
PAST SALE,November-30-2016,Single Family Residential,10545 Interlake Ave N,Seattle,WA,98133,565000,5,3,Seattle,2600,5060,1993,86,,Sold,http://www.redfin.com/WA/Seattle/10545-Interlake-Ave-N-98133/home/104893,NWMLS,959034,47.7064196,-122.3410501
PAST SALE,October-13-2016,Single Family Residential,11724 Greenwood Ave N,Seattle,WA,98133,460000,3,2.25,Broadview,1516,1564,2006,134,,Sold,http://www.redfin.com/WA/Seattle/11724-Greenwood-Ave-N-98133/home/2118234,NWMLS,979957,47.7149492,-122.3552251
PAST SALE,September-1-2016,Single Family Residential,14343 Interlake Ave N,Seattle,WA,98133,402000,2,1,Haller Lake,1299,5250,1940,176,,Sold,http://www.redfin.com/WA/Seattle/14343-Interlake-Ave-N-98133/home/103226,NWMLS,1003862,47.733666,-122.341626
PAST SALE,October-27-2016,Single Family Residential,10751 Dayton Ave N,Seattle,WA,98133,555050,2,1.5,Broadview,1360,7093,1945,120,,Sold,http://www.redfin.com/WA/Seattle/10751-Dayton-Ave-N-98133/home/99301,NWMLS,1032456,47.7084045,-122.3530657
PAST SALE,October-20-2016,Single Family Residential,12056 Palatine Ave N,Seattle,WA,98133,850000,4,1.75,Broadview,2730,8314,1925,127,,Sold,http://www.redfin.com/WA/Seattle/12056-Palatine-Ave-N-98133/home/95990,NWMLS,1031322,47.717292,-122.35673
PAST SALE,October-31-2016,Single Family Residential,12039 Greenwood Ave N,Seattle,WA,98133,875000,4,2.25,Greenwood,4020,9563,1926,116,,Sold,http://www.redfin.com/WA/Seattle/12039-Greenwood-Ave-N-98133/home/96095,NWMLS,1038877,47.7171811,-122.355944
PAST SALE,September-30-2016,Single Family Residential,14321 Interlake Ave N,Seattle,WA,98133,350000,2,1,Haller Lake,1040,5250,1940,147,,Sold,http://www.redfin.com/WA/Seattle/14321-Interlake-Ave-N-98133/home/102575,NWMLS,1006657,47.7328259,-122.3414927
PAST SALE,September-22-2016,Single Family Residential,14051 Corliss Ave N,Seattle,WA,98133,495000,3,1.5,Haller Lake,1274,6277,1955,155,,Sold,http://www.redfin.com/WA/Seattle/14051-Corliss-Ave-N-98133/home/103199,NWMLS,1016965,47.7320567,-122.3318082
PAST SALE,December-30-2016,Single Family Residential,10709 Interlake Ave N,Seattle,WA,98133,340000,2,1,Northgate,690,5060,1940,56,,Sold,http://www.redfin.com/WA/Seattle/10709-Interlake-Ave-N-98133/home/105100,NWMLS,1054071,47.7072608,-122.3409676
PAST SALE,September-30-2016,Single Family Residential,1756 N 143rd St,Seattle,WA,98133,402000,2,1.75,Haller Lake,1042,5000,1949,147,,Sold,http://www.redfin.com/WA/Seattle/1756-N-143rd-St-98133/home/102636,NWMLS,1013803,47.732544,-122.337677
PAST SALE,November-28-2016,Single Family Residential,2327 N 140th St,Seattle,WA,98133,465450,3,1.75,Seattle,1830,7242,1947,88,,Sold,http://www.redfin.com/WA/Seattle/2327-N-140th-St-98133/home/102610,NWMLS,1045047,47.73021,-122.330337
PAST SALE,November-29-2016,Single Family Residential,1316 N 122nd St,Seattle,WA,98133,418000,3,1.75,Haller Lake,1020,9457,1950,87,,Sold,http://www.redfin.com/WA/Seattle/1316-N-122nd-St-98133/home/103577,NWMLS,965853,47.7171413,-122.3409469
PAST SALE,December-1-2016,Single Family Residential,12032 Phinney Ave N,Seattle,WA,98133,410000,2,1,Jackson Park,770,6582,1942,85,,Sold,http://www.redfin.com/WA/Seattle/12032-Phinney-Ave-N-98133/home/97454,NWMLS,1036845,47.7169312,-122.3539586
PAST SALE,September-21-2016,Single Family Residential,10514 Palatine Ave N,Seattle,WA,98133,571000,3,2.5,Broadview,1690,7500,1985,156,,Sold,http://www.redfin.com/WA/Seattle/10514-Palatine-Ave-N-98133/home/96870,NWMLS,1004609,47.7055859,-122.35641
PAST SALE,September-23-2016,Single Family Residential,14341 Interlake Ave N,Seattle,WA,98133,440000,3,1,Haller Lake,1080,5250,1937,154,,Sold,http://www.redfin.com/WA/Seattle/14341-Interlake-Ave-N-98133/home/102581,NWMLS,1006223,47.7335365,-122.3415879
PAST SALE,December-9-2016,Single Family Residential,2126 N 137th St,Seattle,WA,98133,630000,4,2.5,Haller Lake,2360,8950,1992,77,,Sold,http://www.redfin.com/WA/Seattle/2126-N-137th-St-98133/home/102967,NWMLS,1046389,47.729152,-122.332583
PAST SALE,August-29-2016,Single Family Residential,11623 Meridian Ave N,Seattle,WA,98133,521500,3,1.5,Haller Lake,2400,11625,1949,179,,Sold,http://www.redfin.com/WA/Seattle/11623-Meridian-Ave-N-98133/home/103743,NWMLS,1010413,47.7137254,-122.334388
PAST SALE,November-22-2016,Single Family Residential,12215 1st Ave NE,Seattle,WA,98125,582000,3,1.75,Haller Lake,1960,8169,1947,94,,Sold,http://www.redfin.com/WA/Seattle/12215-1st-Ave-NE-98125/home/103975,NWMLS,1040526,47.7175572,-122.3291817
PAST SALE,November-10-2016,Single Family Residential,12562 Densmore Ave N,Seattle,WA,98133,1432000,4,3,Haller Lake,2690,24082,1961,106,,Sold,http://www.redfin.com/WA/Seattle/12562-Densmore-Ave-N-98133/home/103913,NWMLS,1043564,47.720663,-122.336054
PAST SALE,November-2-2016,Single Family Residential,14333 Bagley Ave N,Seattle,WA,98133,519000,4,1.5,Haller Lake,1630,7182,1951,114,,Sold,http://www.redfin.com/WA/Seattle/14333-Bagley-Ave-N-98133/home/103258,NWMLS,1031187,47.73327,-122.333359
PAST SALE,December-8-2016,Single Family Residential,13746 Corliss Ave N,Seattle,WA,98133,540000,3,1.75,Haller Lake,2170,12261,1963,78,,Sold,http://www.redfin.com/WA/Seattle/13746-Corliss-Ave-N-98133/home/102987,NWMLS,1032263,47.7299087,-122.330525
PAST SALE,February-9-2017,Single Family Residential,104 N 101st St,Seattle,WA,98133,750000,2,1,Greenwood,860,9445,1918,15,,Sold,http://www.redfin.com/WA/Seattle/104-N-101st-St-98133/home/101645,NWMLS,1054604,47.702764,-122.357608
PAST SALE,January-5-2017,Single Family Residential,11501 Evanston Ave N,Seattle,WA,98133,580000,4,2.25,Broadview,3060,7987,1920,50,,Sold,http://www.redfin.com/WA/Seattle/11501-Evanston-Ave-N-98133/home/98122,NWMLS,1042430,47.7125,-122.351927
PAST SALE,February-10-2017,Single Family Residential,10737 Phinney Ave N,Seattle,WA,98133,626519,2,1,Broadview,1530,8023,1926,14,,Sold,http://www.redfin.com/WA/Seattle/10737-Phinney-Ave-N-98133/home/98630,NWMLS,1064268,47.70805,-122.354536
PAST SALE,October-14-2016,Single Family Residential,2133 N 114th St,Seattle,WA,98133,620000,4,2,Haller Lake,3130,7939,1954,133,,Sold,http://www.redfin.com/WA/Seattle/2133-N-114th-St-98133/home/103787,NWMLS,1019530,47.7111494,-122.3325682
PAST SALE,February-10-2017,Single Family Residential,14338 Interlake Ave N,Seattle,WA,98133,400000,2,1,Seattle,900,5200,1950,14,,Sold,http://www.redfin.com/WA/Seattle/14338-Interlake-Ave-N-98133/home/102922,NWMLS,1062052,47.7334435,-122.3410471
PAST SALE,November-18-2016,Single Family Residential,514 N 103rd St,Seattle,WA,98133,450000,3,1,Greenwood,1150,3844,1972,98,,Sold,http://www.redfin.com/WA/Seattle/514-N-103rd-St-98133/home/99473,NWMLS,1044592,47.7038516,-122.3520623
PAST SALE,August-31-2016,Single Family Residential,2140 N 114th St,Seattle,WA,98133,489500,3,1,Haller Lake,1180,9000,1955,177,,Sold,http://www.redfin.com/WA/Seattle/2140-N-114th-St-98133/home/103411,NWMLS,1005664,47.711541,-122.3321402
PAST SALE,December-30-2016,Single Family Residential,11257 Evanston Ave N,Seattle,WA,98133,515000,4,1.75,Broadview,1320,6566,1949,56,,Sold,http://www.redfin.com/WA/Seattle/11257-Evanston-Ave-N-98133/home/98008,NWMLS,1052947,47.712184,-122.351907
PAST SALE,October-20-2016,Single Family Residential,13819 Dayton Ave N,Seattle,WA,98133,539000,3,2.25,Bitter Lake,1660,8541,1961,127,,Sold,http://www.redfin.com/WA/Seattle/13819-Dayton-Ave-N-98133/home/102066,NWMLS,1027552,47.730243,-122.353352
PAST SALE,February-8-2017,Single Family Residential,10056 Interlake Ave N,Seattle,WA,98133,460000,2,1,Licton Springs,1740,5156,1928,16,,Sold,http://www.redfin.com/WA/Seattle/10056-Interlake-Ave-N-98133/home/105290,NWMLS,1071275,47.703093,-122.340249
PAST SALE,November-29-2016,Single Family Residential,11513 Corliss Ave N,Seattle,WA,98133,475000,3,1.5,Haller Lake,1740,7200,1952,87,,Sold,http://www.redfin.com/WA/Seattle/11513-Corliss-Ave-N-98133/home/104072,NWMLS,1043694,47.7127469,-122.3316727
PAST SALE,January-19-2017,Single Family Residential,2313 N 130th St,Seattle,WA,98133,446000,3,1,Haller Lake,1470,7400,1951,36,,Sold,http://www.redfin.com/WA/Seattle/2313-N-130th-St-98133/home/104028,NWMLS,1039212,47.722914,-122.330898
PAST SALE,October-20-2016,Single Family Residential,424 N 141st Ct,Seattle,WA,98133,645200,3,2.5,Seattle,1580,7800,1963,127,,Sold,http://www.redfin.com/WA/Seattle/424-N-141st-Ct-98133/home/102144,NWMLS,1024657,47.7312304,-122.3532686
PAST SALE,December-14-2016,Single Family Residential,10314 Interlake Ave N,Seattle,WA,98133,500000,3,1.75,Northgate,1360,4980,1930,72,,Sold,http://www.redfin.com/WA/Seattle/10314-Interlake-Ave-N-98133/home/104645,NWMLS,976763,47.7037126,-122.3403188
PAST SALE,December-2-2016,Single Family Residential,14047 Burke Ave N,Seattle,WA,98133,510000,4,1.75,Haller Lake,1310,5250,1948,84,,Sold,http://www.redfin.com/WA/Seattle/14047-Burke-Ave-N-98133/home/103245,NWMLS,1039125,47.7318546,-122.3361045
PAST SALE,October-4-2016,Single Family Residential,12705 Fremont Ave N,Seattle,WA,98133,391000,2,1,Broadview,1000,5100,1952,143,,Sold,http://www.redfin.com/WA/Seattle/12705-Fremont-Ave-N-98133/home/97756,NWMLS,1015049,47.721577,-122.350694
PAST SALE,October-7-2016,Single Family Residential,14319 Burke Ave N,Seattle,WA,98133,490000,4,1.5,Haller Lake,1690,5250,1950,140,,Sold,http://www.redfin.com/WA/Seattle/14319-Burke-Ave-N-98133/home/102829,NWMLS,1019362,47.732887,-122.336208
PAST SALE,September-26-2016,Single Family Residential,14332 Phinney Ave N,Seattle,WA,98133,520000,3,1.75,Bitter Lake,1160,5712,1944,151,,Sold,http://www.redfin.com/WA/Seattle/14332-Phinney-Ave-N-98133/home/102294,NWMLS,1012170,47.733289,-122.353908
PAST SALE,December-23-2016,Single Family Residential,12567 Corliss Ave N,Seattle,WA,98133,600000,3,1.5,Haller Lake,1840,8400,1919,63,,Sold,http://www.redfin.com/WA/Seattle/12567-Corliss-Ave-N-98133/home/103622,NWMLS,1044631,47.7207145,-122.3310008
PAST SALE,September-2-2016,Single Family Residential,111 N 136th St,Seattle,WA,98133,600000,4,2,Broadview,2520,5985,1947,175,,Sold,http://www.redfin.com/WA/Seattle/111-N-136th-St-98133/home/96724,NWMLS,1001864,47.728005,-122.357696
PAST SALE,November-21-2016,Single Family Residential,12235 N Park Ave N,Seattle,WA,98133,325000,2,1.5,Broadview,1700,4000,1931,95,,Sold,http://www.redfin.com/WA/Seattle/12235-N-Park-Ave-N-98133/home/98108,NWMLS,1032067,47.7187417,-122.3497052
PAST SALE,November-23-2016,Single Family Residential,13509 Burke Ave N,Seattle,WA,98133,445000,2,1.5,Haller Lake,1460,6800,1994,93,,Sold,http://www.redfin.com/WA/Seattle/13509-Burke-Ave-N-98133/home/101685,NWMLS,1021968,47.7271563,-122.3358404
PAST SALE,November-18-2016,Single Family Residential,721 N 138th St,Seattle,WA,98133,575000,4,2.5,Bitter Lake,2420,10184,1962,98,,Sold,http://www.redfin.com/WA/Seattle/721-N-138th-St-98133/home/102329,NWMLS,1041592,47.729272,-122.349249
PAST SALE,January-6-2017,Single Family Residential,10505 Whitman,Seattle,WA,98133,598500,4,2.5,Greenwood,1840,4340,2007,49,,Sold,http://www.redfin.com/WA/Seattle/10505-Whitman-Ave-N-98133/home/99779,NWMLS,1051323,47.70531,-122.346426
PAST SALE,December-21-2016,Single Family Residential,1730 N 122 St Unit C,Seattle,WA,98133,780200,5,2.5,Haller Lake,2680,7230,2000,65,,Sold,http://www.redfin.com/WA/Seattle/1730-N-122nd-St-98133/unit-C/home/103444,NWMLS,1048609,47.718314,-122.335255
PAST SALE,January-12-2017,Single Family Residential,12756 Dayton Ave N,Seattle,WA,98133,795000,4,2.5,Broadview,2520,8443,2016,43,,Sold,http://www.redfin.com/WA/Seattle/12756-Dayton-Ave-N-98133/home/109472131,NWMLS,1047282,47.7229807,-122.352875
PAST SALE,December-6-2016,Single Family Residential,613 N 138th St,Seattle,WA,98133,640000,5,3,Bitter Lake,2140,10400,1995,80,,Sold,http://www.redfin.com/WA/Seattle/613-N-138th-St-98133/home/102220,NWMLS,1038094,47.7293484,-122.3511967
PAST SALE,September-9-2016,Single Family Residential,12711 Evanston Ave N,Seattle,WA,98133,475000,3,2,Broadview,1550,7650,1941,168,,Sold,http://www.redfin.com/WA/Seattle/12711-Evanston-Ave-N-98133/home/97465,NWMLS,977037,47.7217427,-122.3521646
PAST SALE,December-20-2016,Single Family Residential,312 N 100th St,Seattle,WA,98133,635000,3,2.5,Greenwood,1980,3399,1994,66,,Sold,http://www.redfin.com/WA/Seattle/312-N-100th-St-98133/home/99176,NWMLS,1023604,47.7016457,-122.3547119
PAST SALE,September-26-2016,Single Family Residential,737 N 102nd St,Seattle,WA,98133,520000,3,1.75,Greenwood,1780,3844,1956,151,,Sold,http://www.redfin.com/WA/Seattle/737-N-102nd-St-98133/home/99242,NWMLS,1011299,47.702674,-122.348373
PAST SALE,January-12-2017,Single Family Residential,10542 Interlake Ave N,Seattle,WA,98133,535500,3,1.75,Haller Lake,1360,5060,1939,43,,Sold,http://www.redfin.com/WA/Seattle/10542-Interlake-Ave-N-98133/home/105357,NWMLS,1056378,47.7063119,-122.340289
PAST SALE,December-13-2016,Single Family Residential,1711 N 130th St,Seattle,WA,98133,545000,3,1.5,Haller Lake,1550,7528,1952,73,,Sold,http://www.redfin.com/WA/Seattle/1711-N-130th-St-98133/home/103481,NWMLS,1045796,47.7230036,-122.3366243
PAST SALE,October-17-2016,Single Family Residential,613 N 112th St,Seattle,WA,98133,470000,3,1,Broadview,1770,5117,1940,130,,Sold,http://www.redfin.com/WA/Seattle/613-N-112th-St-98133/home/97699,NWMLS,1025501,47.710363,-122.3506667
PAST SALE,December-15-2016,Single Family Residential,12750 Dayton Ave N,Seattle,WA,98133,875000,4,2.5,Broadview,2740,7243,2016,71,,Sold,http://www.redfin.com/WA/Seattle/12750-Dayton-Ave-N-98133/home/97744,NWMLS,1046658,47.722975,-122.352526
PAST SALE,December-15-2016,Single Family Residential,1915 N 122nd St,Seattle,WA,98133,555000,3,1.5,Haller Lake,2890,12308,1941,71,,Sold,http://www.redfin.com/WA/Seattle/1915-N-122nd-St-98133/home/103958,NWMLS,1047363,47.716732,-122.334797
PAST SALE,January-24-2017,Single Family Residential,715 N 102nd St,Seattle,WA,98133,573000,4,1.75,Greenwood,1780,3844,1941,31,,Sold,http://www.redfin.com/WA/Seattle/715-N-102nd-St-98133/home/98431,NWMLS,1056013,47.7027142,-122.3493382
PAST SALE,October-14-2016,Single Family Residential,11720 Phinney Ave N,Seattle,WA,98133,582500,3,2,Greenwood,1690,7940,1949,133,,Sold,http://www.redfin.com/WA/Seattle/11720-Phinney-Ave-N-98133/home/97626,NWMLS,1031225,47.714813,-122.35381
PAST SALE,December-15-2016,Single Family Residential,11822 Stendall Place N,Seattle,WA,98133,440000,2,1.75,Northgate,1360,3540,1981,71,530,Sold,http://www.redfin.com/WA/Seattle/11822-Stendall-Pl-N-98133/home/97440,NWMLS,1053496,47.715012,-122.339705
PAST SALE,January-20-2017,Single Family Residential,10322 Interlake Ave N,Seattle,WA,98133,640000,3,1.75,Northgate,1460,4980,1939,35,,Sold,http://www.redfin.com/WA/Seattle/10322-Interlake-Ave-N-98133/home/104647,NWMLS,1059825,47.7039199,-122.34026
PAST SALE,October-7-2016,Single Family Residential,11714 Meridian Ave N,Seattle,WA,98133,639000,4,1.75,Haller Lake,2310,7500,1950,140,,Sold,http://www.redfin.com/WA/Seattle/11714-Meridian-Ave-N-98133/home/103494,NWMLS,1031868,47.714601,-122.333718
PAST SALE,September-13-2016,Single Family Residential,12732 15th Ave NE,Seattle,WA,98125,459000,3,1.75,Olympic Hills,1910,10095,1935,164,,Sold,http://www.redfin.com/WA/Seattle/12732-15th-Ave-NE-98125/home/114254,NWMLS,974074,47.7221558,-122.3123126
PAST SALE,November-4-2016,Single Family Residential,13230 35th  (Quiet private drive) Ave NE,Seattle,WA,98125,592000,4,2.5,Cedar Park,2280,7209,1976,112,,Sold,http://www.redfin.com/WA/Seattle/13230-35th-Ave-NE-98125/home/112130,NWMLS,1040388,47.725387,-122.289408
PAST SALE,September-16-2016,Single Family Residential,544 NE 103rd St,Seattle,WA,98125,758000,4,3,Maple Leaf,2008,6067,2007,161,,Sold,http://www.redfin.com/WA/Seattle/544-NE-103rd-St-98125/home/8187594,NWMLS,1002835,47.703452,-122.321121
PAST SALE,February-3-2017,Single Family Residential,11532 17th Ave NE,Seattle,WA,98125,500000,3,2,Pinehurst,2060,8978,1957,21,,Sold,http://www.redfin.com/WA/Seattle/11532-17th-Ave-NE-98125/home/116907,NWMLS,1060982,47.713115,-122.309395
PAST SALE,September-21-2016,Single Family Residential,10033 31st Ave NE,Seattle,WA,98125,734500,4,1.75,Meadowbrook,2008,8887,1954,156,,Sold,http://www.redfin.com/WA/Seattle/10033-31st-Ave-NE-98125/home/113982,NWMLS,1023076,47.702248,-122.29567
PAST SALE,November-2-2016,Single Family Residential,4132 NE 142nd St,Seattle,WA,98125,670000,5,2.75,Cedar Park,2240,18559,1978,114,,Sold,http://www.redfin.com/WA/Seattle/4132-NE-142nd-St-98125/home/319563,NWMLS,951430,47.7327646,-122.2843759
PAST SALE,October-25-2016,Single Family Residential,11702 Durland Ave NE,Seattle,WA,98125,535000,4,1.75,Matthews Beach,1970,7380,1929,122,,Sold,http://www.redfin.com/WA/Seattle/11702-Durland-Ave-NE-98125/home/319921,NWMLS,1020659,47.713727,-122.280755
PAST SALE,September-15-2016,Single Family Residential,2829 NE 115th St,Seattle,WA,98125,460000,4,2.75,Victory Heights,3850,11600,1910,162,,Sold,http://www.redfin.com/WA/Seattle/2829-NE-115th-St-98125/home/111332,NWMLS,1015255,47.711719,-122.297241
PAST SALE,October-17-2016,Single Family Residential,322 NE 133rd St,Seattle,WA,98125,453000,4,1.75,Haller Lake,2060,10200,1947,130,,Sold,http://www.redfin.com/WA/Seattle/322-NE-133rd-St-98125/home/103143,NWMLS,1027211,47.725136,-122.3251217
PAST SALE,February-15-2017,Single Family Residential,2424 NE 137th St,Seattle,WA,98125,755000,5,3.75,Olympic Hills,2830,8691,1955,9,,Sold,http://www.redfin.com/WA/Seattle/2424-NE-137th-St-98125/home/115678,NWMLS,1067066,47.7285421,-122.3021945
PAST SALE,October-7-2016,Single Family Residential,13539 30th Ave NE,Seattle,WA,98125,570000,3,1,Olympic Hills,1830,8901,1926,140,,Sold,http://www.redfin.com/WA/Seattle/13539-30th-Ave-NE-98125/home/114953,NWMLS,973692,47.727727,-122.296734
PAST SALE,December-19-2016,Single Family Residential,11545 22nd NE,Seattle,WA,98125,370000,1,1.5,Pinehurst,740,8040,1947,67,,Sold,http://www.redfin.com/WA/Seattle/11545-22nd-Ave-NE-98125/home/116505,NWMLS,1047123,47.71346,-122.3063204
PAST SALE,November-18-2016,Single Family Residential,2302 NE Northgate Wy,Seattle,WA,98125,411000,4,1.5,Victory Heights,1780,9450,1928,98,,Sold,http://www.redfin.com/WA/Seattle/2302-NE-Northgate-Way-98125/home/116247,NWMLS,1049971,47.709251,-122.304087
PAST SALE,September-23-2016,Single Family Residential,12722 NE 35th AVE  House A,Seattle,WA,98125,651000,4,3.5,Cedar Park,2026,2188,2016,154,,Sold,http://www.redfin.com/WA/Seattle/12722-35th-Ave-NE-98125/unit-A/home/108518611,NWMLS,1005993,47.7218773,-122.2907823
PAST SALE,December-8-2016,Single Family Residential,13722 27th Ave NE,Seattle,WA,98125,491500,3,2.5,Olympic Hills,1520,7272,1978,78,,Sold,http://www.redfin.com/WA/Seattle/13722-27th-Ave-NE-98125/home/114490,NWMLS,1042174,47.728927,-122.298558
PAST SALE,October-17-2016,Single Family Residential,3911 NE 140th St,Seattle,WA,98125,1300000,4,3.25,Cedar Park,3603,7552,2016,130,,Sold,http://www.redfin.com/WA/Seattle/3911-NE-140th-St-98125/home/319467,NWMLS,980660,47.7297989,-122.2862628
PAST SALE,September-2-2016,Single Family Residential,1511 NE Northgate Wy,Seattle,WA,98125,475000,4,1.75,Victory Heights,1500,11775,1942,175,,Sold,http://www.redfin.com/WA/Seattle/1511-NE-Northgate-Way-98125/home/107211,NWMLS,1006598,47.7083358,-122.311803
PAST SALE,September-2-2016,Single Family Residential,13539 23rd Place NE,Seattle,WA,98125,725000,4,2.5,Lake City,2610,7296,1996,175,,Sold,http://www.redfin.com/WA/Seattle/13539-23rd-Pl-NE-98125/home/115632,NWMLS,978960,47.727719,-122.303418
PAST SALE,August-30-2016,Single Family Residential,4236 NE 113th St,Seattle,WA,98125,527000,3,1,Meadowbrook,1570,6895,1942,178,,Sold,http://www.redfin.com/WA/Seattle/4236-NE-113th-St-98125/home/112011,NWMLS,974646,47.710732,-122.282073
PAST SALE,November-29-2016,Single Family Residential,14326 26th Avenue NE,Seattle,WA,98125,450000,3,1,Seattle,1220,9028,1952,87,,Sold,http://www.redfin.com/WA/Seattle/14326-26th-Ave-NE-98125/home/114104,NWMLS,1038990,47.733008,-122.3002999
PAST SALE,November-23-2016,Single Family Residential,2712 NE 135th St,Seattle,WA,98125,569950,3,2,Olympic Hills,1540,7200,1963,93,,Sold,http://www.redfin.com/WA/Seattle/2712-NE-135th-St-98125/home/115056,NWMLS,1027142,47.7267719,-122.298412
PAST SALE,December-7-2016,Single Family Residential,11520 22nd Ave NE,Seattle,WA,98125,890500,4,2.5,Pinehurst,2230,8040,2003,79,,Sold,http://www.redfin.com/WA/Seattle/11520-22nd-Ave-NE-98125/home/116479,NWMLS,1045925,47.7126111,-122.3054787
